Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,,
2024-11-04 00:00:00+00:00,2453.63525390625,2453.63525390625,2456.5263671875,2452.600341796875,2456.5263671875,10677248
2024-11-04 00:15:00+00:00,2447.7783203125,2447.7783203125,2454.923583984375,2447.7783203125,2454.923583984375,26823680
2024-11-04 00:30:00+00:00,2438.20263671875,2438.20263671875,2447.94384765625,2435.847900390625,2447.859375,46647296
2024-11-04 00:45:00+00:00,2448.09619140625,2448.09619140625,2450.248046875,2437.6484375,2438.18896484375,108731392
2024-11-04 01:00:00+00:00,2452.086181640625,2452.086181640625,2452.533203125,2445.117919921875,2449.311767578125,60204032
2024-11-04 01:15:00+00:00,2462.854736328125,2462.854736328125,2471.18359375,2451.456298828125,2451.824462890625,170183680
2024-11-04 01:30:00+00:00,2460.007568359375,2460.007568359375,2466.58251953125,2457.31884765625,2465.186279296875,118839296
2024-11-04 01:45:00+00:00,2464.807373046875,2464.807373046875,2464.941162109375,2458.975341796875,2458.975341796875,63305728
2024-11-04 02:00:00+00:00,2462.95458984375,2462.95458984375,2467.531005859375,2462.95458984375,2464.935791015625,0
2024-11-04 02:15:00+00:00,2474.21337890625,2474.21337890625,2474.21337890625,2462.3408203125,2462.3408203125,0
2024-11-04 02:30:00+00:00,2476.2255859375,2476.2255859375,2478.388916015625,2475.47998046875,2477.583984375,0
2024-11-04 02:45:00+00:00,2482.327880859375,2482.327880859375,2482.327880859375,2475.815185546875,2475.815185546875,0
2024-11-04 03:00:00+00:00,2478.245361328125,2478.245361328125,2486.831787109375,2478.018310546875,2482.23291015625,0
2024-11-04 03:15:00+00:00,2475.578857421875,2475.578857421875,2477.37841796875,2475.22900390625,2476.8994140625,0
2024-11-04 03:30:00+00:00,2475.591796875,2475.591796875,2478.497802734375,2474.370849609375,2474.95654296875,4206592
2024-11-04 03:45:00+00:00,2474.014404296875,2474.014404296875,2476.05517578125,2474.014404296875,2476.05517578125,0
2024-11-04 04:00:00+00:00,2473.7177734375,2473.7177734375,2474.092529296875,2471.7275390625,2471.8837890625,0
2024-11-04 04:15:00+00:00,2477.03662109375,2477.03662109375,2477.03662109375,2472.415283203125,2474.4404296875,2080768
2024-11-04 04:30:00+00:00,2472.770751953125,2472.770751953125,2479.0556640625,2472.770751953125,2478.586669921875,14856192
2024-11-04 04:45:00+00:00,2471.203125,2471.203125,2474.769287109375,2470.784423828125,2473.3271484375,5467136
2024-11-04 05:00:00+00:00,2468.546630859375,2468.546630859375,2471.421630859375,2468.292724609375,2471.1591796875,0
2024-11-04 05:15:00+00:00,2464.664306640625,2464.664306640625,2469.391357421875,2464.664306640625,2469.391357421875,13645824
2024-11-04 05:30:00+00:00,2462.3642578125,2462.3642578125,2465.533447265625,2462.3642578125,2464.68212890625,0
2024-11-04 05:45:00+00:00,2460.808837890625,2460.808837890625,2462.258544921875,2459.480224609375,2459.480224609375,21748736
2024-11-04 06:00:00+00:00,2469.79296875,2469.79296875,2470.4208984375,2460.65673828125,2460.65673828125,15155200
2024-11-04 06:15:00+00:00,2473.36376953125,2473.36376953125,2473.36376953125,2469.27734375,2469.27734375,17507328
2024-11-04 06:30:00+00:00,2470.92431640625,2470.92431640625,2473.898681640625,2470.92431640625,2473.34716796875,27535360
2024-11-04 06:45:00+00:00,2475.71142578125,2475.71142578125,2477.948486328125,2469.402587890625,2469.664306640625,12920832
