Price,Adj Close,Close,High,Low,Open,Volume
Ticker,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD
Datetime,,,,,,
2024-11-04 00:00:00+00:00,2452.600341796875,2452.600341796875,2456.5263671875,2452.600341796875,2456.5263671875,0
2024-11-04 00:05:00+00:00,2453.54150390625,2453.54150390625,2454.11083984375,2453.18408203125,2453.18408203125,0
2024-11-04 00:10:00+00:00,2453.63525390625,2453.63525390625,2453.950927734375,2453.37841796875,2453.950927734375,10677248
2024-11-04 00:15:00+00:00,2453.6806640625,2453.6806640625,2454.923583984375,2453.6806640625,2454.923583984375,0
2024-11-04 00:20:00+00:00,2450.39892578125,2450.39892578125,2451.831787109375,2450.39892578125,2451.6494140625,9784320
2024-11-04 00:25:00+00:00,2447.7783203125,2447.7783203125,2451.4287109375,2447.7783203125,2450.90966796875,17039360
2024-11-04 00:30:00+00:00,2446.71337890625,2446.71337890625,2447.94384765625,2446.71337890625,2447.859375,10476544
2024-11-04 00:35:00+00:00,2437.96826171875,2437.96826171875,2444.890869140625,2437.96826171875,2444.890869140625,6132736
2024-11-04 00:40:00+00:00,2438.20263671875,2438.20263671875,2438.7470703125,2435.847900390625,2435.847900390625,30038016
2024-11-04 00:45:00+00:00,2437.88525390625,2437.88525390625,2441.442138671875,2437.88525390625,2438.18896484375,27033600
2024-11-04 00:50:00+00:00,2444.600830078125,2444.600830078125,2445.053466796875,2437.6484375,2437.6484375,32776192
2024-11-04 00:55:00+00:00,2448.09619140625,2448.09619140625,2450.248046875,2445.138671875,2445.138671875,48921600
2024-11-04 01:00:00+00:00,2452.533203125,2452.533203125,2452.533203125,2449.311767578125,2449.311767578125,21540864
2024-11-04 01:05:00+00:00,2448.081298828125,2448.081298828125,2450.24755859375,2445.117919921875,2450.24755859375,21139456
2024-11-04 01:10:00+00:00,2452.086181640625,2452.086181640625,2452.086181640625,2447.72998046875,2447.72998046875,17523712
2024-11-04 01:15:00+00:00,2454.969970703125,2454.969970703125,2455.68603515625,2451.456298828125,2451.824462890625,35206144
2024-11-04 01:20:00+00:00,2469.75146484375,2469.75146484375,2471.18359375,2457.148681640625,2457.148681640625,46383104
2024-11-04 01:25:00+00:00,2462.854736328125,2462.854736328125,2463.74462890625,2462.568603515625,2462.568603515625,88594432
2024-11-04 01:30:00+00:00,2465.802001953125,2465.802001953125,2466.58251953125,2465.186279296875,2465.186279296875,50174976
2024-11-04 01:35:00+00:00,2458.21533203125,2458.21533203125,2461.437255859375,2458.21533203125,2461.437255859375,37220352
2024-11-04 01:40:00+00:00,2460.007568359375,2460.007568359375,2460.007568359375,2457.31884765625,2457.31884765625,31443968
2024-11-04 01:45:00+00:00,2463.910400390625,2463.910400390625,2463.910400390625,2458.975341796875,2458.975341796875,49435648
2024-11-04 01:50:00+00:00,2463.85498046875,2463.85498046875,2463.85498046875,2462.318115234375,2462.687744140625,13870080
2024-11-04 01:55:00+00:00,2464.807373046875,2464.807373046875,2464.941162109375,2464.807373046875,2464.941162109375,0
2024-11-04 02:00:00+00:00,2467.51220703125,2467.51220703125,2467.531005859375,2464.935791015625,2464.935791015625,0
2024-11-04 02:05:00+00:00,2464.297119140625,2464.297119140625,2467.267578125,2464.297119140625,2467.218017578125,0
2024-11-04 02:10:00+00:00,2462.95458984375,2462.95458984375,2465.2666015625,2462.95458984375,2465.2666015625,0
2024-11-04 02:15:00+00:00,2464.025390625,2464.025390625,2464.025390625,2462.3408203125,2462.3408203125,0
